exp_id,step,train_loss,val_loss,val_ppl,grad_norm,dead_rate,max_mem_gb,tau,elapsed_sec,checkpoint,gate_ppl_pass,gate_dead_pass
1D_noprop_hestia,1200,0.47160757581392926,9.970733280181884,21391.165318417086,0.05092095032028048,3.178914388020833e-07,2.5702695846557617,0.3933,205.4,/teamspace/studios/this_studio/drex_parallel_results/lightning_20260317_122206/checkpoints/1D_noprop_hestia_step_0001200.pt,True,True
