exp_id,step,train_loss,val_loss,val_ppl,grad_norm,dead_rate,max_mem_gb,elapsed_sec,checkpoint,gate_ppl_pass,gate_dead_pass
1A_noprop_ste,800,0.5919665296872457,9.754903392791748,17238.54929045736,0.041545174606126445,9.5367431640625e-07,2.583889961242676,370.9,/content/drive/MyDrive/drex_parallel_results/colab_20260316_183551/checkpoints/1A_noprop_ste_step_0000800.pt,True,True
0A_fp32_noprop,800,0.6619795362154642,10.20894681930542,27144.96397768238,0.1444289815883324,1.2715657552083333e-06,2.5702695846557617,356.2,/content/drive/MyDrive/drex_parallel_results/colab_20260316_183551/checkpoints/0A_fp32_noprop_step_0000800.pt,True,True
