exp_id,step,train_loss,val_loss,val_ppl,grad_norm,dead_rate,max_mem_gb,elapsed_sec,checkpoint,gate_ppl_pass,gate_dead_pass
1A_noprop_ste,800,0.5337230563163757,9.93137945175171,20565.690400996653,0.03931342357631058,1.2715657552083333e-06,2.5702695846557617,141.9,/content/drive/MyDrive/drex_parallel_results/colab_20260317_121925/checkpoints/1A_noprop_ste_step_0000800.pt,True,True
0A_fp32_noprop,800,0.5787104417880377,10.138767528533936,25305.259248162085,0.12985408633326864,6.357828776041666e-07,2.5702695846557617,139.2,/content/drive/MyDrive/drex_parallel_results/colab_20260317_121925/checkpoints/0A_fp32_noprop_step_0000800.pt,True,True
