exp_id,step,train_loss,val_loss,val_ppl,grad_norm,dead_rate,max_mem_gb,tau
1D_noprop_hestia,1,3.1839668353398642,10.820136833190919,50017.93065334663,0.13586020244668537,1.5894571940104167e-06,2.827258586883545,1.499
1D_noprop_hestia,200,1.5563202102979024,11.002985897064208,60053.18691140578,0.09339539975866097,9.5367431640625e-07,2.9425606727600098,1.304
1D_noprop_hestia,400,1.0906943678855896,11.752053394317628,127014.1014501858,0.07001792259076563,1.2715657552083333e-06,2.9425606727600098,1.1336
1D_noprop_hestia,600,0.8616618315378824,12.162680892944335,191507.2398597486,0.05933154857868441,6.357828776041666e-07,2.9434151649475098,0.9854
1D_noprop_hestia,800,0.7250054876009623,11.939228706359863,153158.51447292796,0.06003634276817397,3.178914388020833e-07,2.9434151649475098,0.8566
1D_noprop_hestia,1000,0.574214960138003,11.871889114379883,143184.47522236255,0.05500452078280984,2.86102294921875e-06,2.9434151649475098,0.7447
1D_noprop_hestia,1200,0.48059173425038654,11.686143035888671,118912.47959152011,0.05178510807131426,6.357828776041666e-07,2.9434151649475098,0.6474
