exp_id,step,train_loss,val_loss,val_ppl,grad_norm,dead_rate,max_mem_gb,elapsed_sec,checkpoint,gate_ppl_pass,gate_dead_pass
1A_noprop_ste,800,0.45294293761253357,10.995882835388183,59628.136786661446,0.03986806816961846,9.5367431640625e-07,3.0169358253479004,341.8,/content/drive/MyDrive/drex_parallel_results/colab_20260316_154451/checkpoints/1A_noprop_ste_step_0000800.pt,False,True
0A_fp32_noprop,800,0.49950647354125977,11.63311321258545,112770.8556297335,0.13837884249043686,1.2715657552083333e-06,2.8323302268981934,333.8,/content/drive/MyDrive/drex_parallel_results/colab_20260316_154451/checkpoints/0A_fp32_noprop_step_0000800.pt,False,True
